hotel_id,address,rank,Description,Amenities,score,Location,Cleanliness,Service,Value,n_Excellent,n_VeryGood,n_Average,n_Poor,n_Terrible
130,"336 - 337 Strand, London WC2R 1HA England",64,"Located in the heart of London's Covent Garden and near to the city’s West End theatres, exclusive boutiques, top sights and the hottest restaurants and bars, ME London is one of the leading luxury hotels in the centre of London. It is contemporary and cutting edge in style and located in one of the most important tourist destinations in the world. Designed by the world-famous architects Foster + Partners, ME London offers 157 exquisitely designed, modern guestrooms including 16 suites, New York restaurant STK London, lounge bar Marconi Lounge and award-winning Radio Rooftop restaurant and terrace bar with spectacular panoramic views of London (London Eye, Trafalgar Square, Tower Bridge, Covent Garden), 7 meeting rooms with capacity for up to 300 people, a fully equipped gym, open 24 hours a day and complimentary high-speed WIFI.","['Paid private parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar / lounge', 'Bicycle rental', 'Nightclub / DJ', 'Airport transportation', 'Business Centre with Internet Access', 'Parking', 'Wifi', 'Fitness / spa changing rooms', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Complimentary instant cofffee', 'Rooftop bar', 'Taxi service', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', 'Massage', 'Rooftop terrace', '24-hour security', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'Butler service', 'Doorperson', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Allergy-free room', 'Air conditioning', 'Fireplace', 'Housekeeping', 'Private balcony', 'Room service', 'Minibar', 'Flatscreen TV', 'Safe', 'VIP room facilities', 'Laptop safe', 'Bridal suite', 'Non-smoking rooms', 'Suites']",4.5,5.0,5.0,4.5,4.0,3068,641,222,104,77
131,"Stratton Street, London W1J 8LT England",273,"Stylish, luxury icon in sophisticated Mayfair with lavish rooms; 3D cinema; casino and spa. Guests enjoy free high-speed WiFi on unlimited devices, and fabulous eating and drinking with May Fair Kitchen’s Mediterranean style sharing plates, May Fair Bar’s cocktails and vibrant ambiance, and May Fair Terrace’s quiet spot for drinks and cigars. Close to Bond St’s boutiques, iconic restaurants, Buckingham Palace and Green Park station linking direct to Victoria. Meeting spaces host 2-280 people.","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar / lounge', 'Nightclub / DJ', 'Airport transportation', 'Business Centre with Internet Access', 'Conference facilities', 'Wifi', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', 'Spa', 'Facial treatments', 'Massage', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Air conditioning', 'Housekeeping', 'Room service', 'Safe', 'Laptop safe', 'Coffee / tea maker', 'Minibar', 'Flatscreen TV', 'Non-smoking rooms', 'Suites', 'Family rooms']",4.0,5.0,4.5,4.0,4.0,3225,1339,653,363,270
132,"Aldwych, London WC2B 4DD England",433,"We have made the difficult decision to close our doors temporarily amidst the developing COVID-19 situation. It is our driving goal to ensure not only the best experience possible for our guests but also the safety and well-being of everyone who steps foot into the Waldorf Hilton. Having stood as an icon on Aldwych for over 112 years, surviving through WW2 and seeing the skyline of the city change over the past century, the hotel team looks forward to seeing the city jump back to life, as it has always done, and as it always will do. On behalf of the whole team at The Waldorf Hilton, London, we wish all of our guests, colleagues, team members, business partners and friends good health and we look forward to welcoming you to The Waldorf again in the near future. - The Waldorf Hilton has one of the chicest addresses in town bridging the West End and the Square Mile to provide an excellent base for access to the City by day and the cultural delights of Covent Garden by night. Homage Restaurant pays tribute to the grand cafes of Europe, incorporating Good Godfrey's Bar and Lounge, the famous Palm Court and The Parrot, a live music cocktail bar.","['Valet parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Centre with Gym / Workout Room', 'Bar / lounge', 'Nightclub / DJ', 'Taxi service', 'Business Centre with Internet Access', 'Wifi', 'Paid internet', 'Indoor pool', 'Heated pool', 'Fitness / spa changing rooms', 'Sauna', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Steam room', '24-hour security', 'Baggage storage', 'Concierge', 'Currency exchange', 'Non-smoking hotel', 'Butler service', 'Doorperson', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Air conditioning', 'Housekeeping', 'Room service', 'Safe', 'Minibar', 'Refrigerator', 'Flatscreen TV', 'Non-smoking rooms', 'Suites']",4.0,5.0,4.5,4.0,3.5,2370,1580,926,441,263
133,"Chelsea Harbour, London SW10 0XG England",124,"Elegant All-Suite Hotel located in the Chelsea Harbour on the River Thames, offering stunning views of the river & harbour.","['Parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Centre with Gym / Workout Room', 'Bar / lounge', 'Airport transportation', 'Business Centre with Internet Access', 'Conference facilities', 'Wifi', 'Indoor pool', 'Heated pool', 'Sauna', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Breakfast in the room', ""Kids' meals"", 'Outdoor dining area', 'Banquet room', 'Meeting rooms', 'Spa', 'Couples massage', 'Facial treatments', 'Salon', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'Butler service', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Air conditioning', 'Housekeeping', 'Private balcony', 'Room service', 'Safe', 'Minibar', 'Refrigerator', 'Flatscreen TV', 'Laptop safe', 'Non-smoking rooms', 'Suites']",4.5,4.0,4.5,4.5,4.0,1545,459,154,62,53
134,"20 Upper Ground, London SE1 9PD England",138,"Set within the Sea Containers building - originally designed by acclaimed American architect Warren Platner - on London’s South Bank, the hotel boasts 359 guest rooms and suites, Sea Containers restaurant serving up fresh modern cuisine, an award-winning experimental cocktail bar spearheaded by master mixologist Ryan Chetiyawardana, and an exclusive rooftop bar with panoramic views over the River Thames. Designed by Design Research Studio under the creative direction of visionary Tom Dixon, Sea Containers London is also home to a maritime-inspired 56-seat cinema and spa. Inspired by the golden age of ocean cruising, a time when exotic ingredients were introduced to the world, and an abundance of fresh local produce was celebrated, the three distinctive food and drink venues each offer a dynamic experience. Flavourful dishes range from nourishing to hearty at Sea Containers Restaurant, which is perfect for an al fresco lunch by the river, sunset cocktails or an atmospheric dinner. Experience innovative cocktails in the award-winning Dandelyan, awarded Best Bar in the World 2018 by World's Fifty Best, with its sweeping green marble bar and distinctive pink seating. Take in panoramic views of the London skyline from our rooftop bar 12th Knot, which features a beautifully appointed lounge and outdoor terrace for unobstructed views over the River Thames.","['Paid private parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar / lounge', 'Taxi service', 'Conference facilities', 'Banquet room', 'Spa', 'Parking', 'Wifi', 'Fitness / spa changing rooms', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Complimentary instant cofffee', 'Special diet menus', 'Rooftop bar', 'Meeting rooms', 'Massage', 'Rooftop terrace', '24-hour security', 'Baggage storage', 'Concierge', 'Currency exchange', 'Butler service', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Soundproof rooms', 'Air conditioning', 'Housekeeping', 'Private balcony', 'Room service', 'Safe', 'Minibar', 'Flatscreen TV', 'VIP room facilities', 'Laptop safe', 'Wake-up service / alarm clock', 'Non-smoking rooms', 'Suites']",4.5,5.0,5.0,4.5,4.5,3575,972,260,83,60
135,"50-51 Shepherds Bush Green Shepherds Bush, London W12 8PS England",683,"If you're after a stylish bed and breakfast with great transport links, then OYO Grantly Hotel is the place for you. Just five minutes walk from the well-connected Shepherd's Bush Underground Station, you've got the whole of London at your fingertips from here. Fancy a trip into Soho? That's just 15 minutes away. Want to visit somewhere closer to hotel? Then pop down the road to Westfield Shopping Centre. After a long day of shopping (or sight seeing) you'll come back to this hotel to find yourself a real comfy room with free Wi-Fi, an an en-suite bathroom and a flat-screen TV.","['Paid private parking on-site', 'Street parking', 'Free High Speed Internet (WiFi)', 'Free breakfast', 'Fax / photocopying', 'Baggage storage', 'Non-smoking hotel', '24-hour front desk', 'Wifi', 'Breakfast buffet', 'Safe', 'Wake-up service / alarm clock', 'Coffee / tea maker', 'Flatscreen TV', 'Bath / shower', 'Hair dryer', 'Non-smoking rooms']",3.5,4.5,3.5,3.5,4.0,60,197,129,38,41
136,"1 - 8 Russell Square, London WC1B 5BE England",80,"Hi everyone, we hope you’re hanging in there. As both humans and businesses find ourselves in uncharted territory together, the right thing for us to do is to protect our employees, their families, our communities and each other. That’s why we’ve made the difficult decision to close until it’s safe to reopen. For those of you with upcoming individual reservations that have been booked directly with us, please note that your reservation will be cancelled for you and any payment will be refunded to the form of payment you booked with. If you have booked through an online travel agent, please contact them directly to cancel. It’s a really difficult time for everyone amid so much uncertainty. Here is something we do know: our company was founded on the belief that heartfelt human connections make people’s lives better. Though we’ve made the difficult decision to temporarily suspend our operations, we recognize that communities connect in unprecedented ways – whether sharing the same space or not – in trying times like these. We will get through this together. And we’ll open our doors again and do what we do best (welcome you back), in person, just as soon as it’s safe. Kimpton Fitzroy London is a Grade II* listed landmark building that occupies the eastern flank of Russell Square in Bloomsbury. The re-opening of the 334-room hotel has restored the original grande dame to her original glory while administering a shot of adrenaline to the heart of London’s most literary neighbourhood. The hotel is steeped in history, the Frederick Hotels Company having first opened its doors in 1898 Lavishly appointed and boasting a striking terracotta exterior – with four British Queens guarding the entrance. Kimpton Fitzroy London hopes to create a hub not only for its guests but also for Londoners who have a passion for great food, fabulous cocktails and memorable nights in the city.","['Free High Speed Internet (WiFi)', 'Bar / lounge', 'Bicycle rental', 'Taxi service', 'Conference facilities', 'Banquet room', '24-hour security', 'Baggage storage', 'Wifi', 'Breakfast available', 'Breakfast buffet', 'Complimentary instant cofffee', 'Special diet menus', 'Meeting rooms', 'Fax / photocopying', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'Doorperson', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Air conditioning', 'Room service', 'Safe', 'VIP room facilities', 'Laptop safe', 'Minibar', 'Flatscreen TV', 'Bridal suite', 'Non-smoking rooms', 'Suites']",4.5,5.0,5.0,4.5,4.5,682,130,42,13,11
137,"80-86 Belgrave Road, London SW1V 2BJ England",218,"For travelers visiting London, The Belgrave is an excellent choice for rest and rejuvenation. Well-known for its charming environment and proximity to great restaurants and attractions, The Belgrave makes it easy to enjoy the best of London. Free wifi is offered to guests, and rooms at The Belgrave offer a flat screen TV, air conditioning, and a desk. During your stay, take advantage of some of the amenities offered, including a 24 hour front desk, 24 hour check-in, and baggage storage. Nearby landmarks such as Harrods (1.3 mi) and Covent Garden (1.6 mi) make The Belgrave a great place to stay when visiting London. If you’re looking for something to do, Coca-Cola London Eye (1.2 mi), Churchill War Rooms (0.9 mi), and Westminster Abbey (0.8 mi) are a nice way to spend some time, and they are all within walking distance of The Belgrave. Whether you’re traveling for business, pleasure or both, The Belgrave is sure to make your visit to London one worth remembering.","['Free High Speed Internet (WiFi)', 'Bar / lounge', 'Taxi service', 'Fax / photocopying', 'Baggage storage', 'Newspaper', '24-hour check-in', '24-hour front desk', 'Wifi', 'Breakfast available', 'Breakfast buffet', 'Complimentary instant cofffee', 'Complimentary tea', 'Non-smoking hotel', 'Express check-in / check-out', 'Laundry service', 'Blackout curtains', 'Air conditioning', 'Desk', 'Housekeeping', 'Safe', 'Coffee / tea maker', 'Flatscreen TV', 'Bath / shower', 'Telephone', 'Bottled water', 'Iron', 'Laptop safe', 'Wake-up service / alarm clock', 'Complimentary toiletries', 'Hair dryer', 'Non-smoking rooms']",4.5,4.5,5.0,4.5,4.0,857,699,137,29,18
138,"18 - 30 Lexham Gardens, London W8 5JE England",439,"Looking for a place to stay in London? Then look no further than The Park City Grand Plaza Kensington Hotel, a charming hotel that brings the best of London to your doorstep. You’ll enjoy relaxing rooms that offer a flat screen TV and air conditioning, and you can stay connected during your stay as Park City Hotel London offers guests free wifi. The hotel features a 24 hour front desk and a concierge. Try our delicious Buffet Breakfast in our breakfast room. Plus, The Parkcity Hotel offers a fitness center and a lounge, providing a pleasant respite from your busy day. For guests with a vehicle, street parking is available. For those interested in checking out popular landmarks while visiting London, Parkcity Hotel London is located a short distance from Buckingham Palace (2.1 mi) and Piccadilly Circus (2.6 mi). While visiting London, you may want to try some fish and chips at one of the nearby restaurants, such as Sketch Gallery, The Ivy, or Rules Restaurant. If you’re looking for something to do, Natural History Museum (0.6 mi), Harrods (1.2 mi), and V&A - Victoria and Albert Museum (0.7 mi) are a nice way to spend some time, and they are all within walking distance of The Parkcity Hotel. We’re sure you’ll enjoy your stay at The Park City Grand Plaza Kensington Hotel as you experience everything London has to offer.","['Street parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar / lounge', 'Karaoke', 'Taxi service', 'Business Centre with Internet Access', 'Meeting rooms', 'Wifi', 'Coffee shop', 'Breakfast buffet', 'Complimentary instant cofffee', 'Wine / champagne', 'Fax / photocopying', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'Outdoor furniture', 'Shared lounge / TV area', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Air conditioning', 'Housekeeping', 'Room service', 'Safe', 'Bottled water', 'Laptop safe', 'Flatscreen TV', 'Non-smoking rooms', 'Suites']",4.5,4.5,4.5,4.5,4.0,868,570,128,47,48
139,"100 Shoreditch High Street, London E1 6JQ England",143,"Welcome to the Ace Hotel London Shoreditch, a 5 star property in the historic Shoreditch neighbourhood, a hub for galleries, theaters and fashion, home of the Brick Lane market and a canvas for street artists from around the world.It’s a neighborhood with a long history of culture and industry — the first district where plays were performed in London, banned at that time in the center city, and later a center of in textile and furniture manufacture.Today’s Shoreditch is a leader in the arts, design, cuisine, culture and technology — an outpost in the global community of ideas. The design at Ace Hotel London hints at a wide range of influences from UK punk to the bold graphic style of the early 20th century Vorticist movement, to the clean Modernism of the Bauhaus.All rooms have vintage furniture, original artwork, in-room safe and flatscreen TV with Ace video-on-demand and Revo radios with Ace-curated radio stations, plus a well-stocked mini-bar and complimentary WiFI. Some rooms have turntables and a selection of vinyl and acoustic guitars.Easy access to Moorgate, Finsbury Square and Liverpool Street. Destination restaurant Hoi Polloi is by David Waddington and Pablo Flack who are restaurateurs behind Bistrotheque and Shrimpy’s. Gym is open 24 hours; the Hotel also features a Basement Bar with live gigs and DJ sets, a lobby bar, The Bulldog Edition - a coffee shop in partnership with Square Mile Coffee Roasters, an exhibition gallery, on-site juice bar, a flower shop, and 24 hours room service.","['Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar / lounge', 'Bicycle rental', 'Bicycles available', 'Taxi service', 'Business Centre with Internet Access', 'Conference facilities', 'Wifi', 'Fitness / spa changing rooms', 'Personal trainer', 'Sauna', 'Coffee shop', 'Restaurant', 'Breakfast available', 'Breakfast in the room', 'Complimentary instant cofffee', 'Complimentary tea', 'Snack bar', 'Nightclub / DJ', 'Meeting rooms', 'Fax / photocopying', 'Baggage storage', 'Concierge', 'Gift shop', 'Newspaper', 'Non-smoking hotel', 'Outdoor furniture', 'Shops', 'ATM on site', 'First aid kit', 'Umbrella', '24-hour check-in', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Blackout curtains', 'Bathrobes', 'Air conditioning', 'Housekeeping', 'Interconnected rooms available', 'Minibar', 'Flatscreen TV', 'Bath / shower', 'Room service', 'Safe', 'Telephone', 'Wardrobe / wardrobe', 'Clothes rack', 'Iron', 'Private bathrooms', 'Wake-up service / alarm clock', 'Refrigerator', 'Electric kettle', 'On-demand films', 'Radio', 'Complimentary toiletries', 'Hair dryer', 'City view', 'Non-smoking rooms', 'Suites']",4.5,4.5,4.5,4.5,4.0,1269,551,225,91,85
140,"56-57 Frith Street Soho, London W1D 3JG England",561,Boutique hotel in the heart of London's lively Soho,"['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Bar / lounge', 'Taxi service', 'Baggage storage', 'Concierge', '24-hour check-in', '24-hour front desk', 'Wifi', 'Breakfast available', 'Wine / champagne', 'Newspaper', 'Non-smoking hotel', 'Shops', 'Laundry service', 'Soundproof rooms', 'Air conditioning', 'Housekeeping', 'Telephone', 'Bottled water', 'Coffee / tea maker', 'Cable / satellite TV', 'Walk-in shower', 'Private bathrooms', 'Tile / marble floor', 'Wake-up service / alarm clock', 'Flatscreen TV', 'On-demand films', 'Complimentary toiletries', 'Hair dryer', 'Non-smoking rooms', 'Suites']",4.0,4.5,4.5,4.0,3.5,170,126,58,33,50
141,"8-16 Montpelier Row Blackheath Village, London SE3 0RW England",367,"The Clarendon Hotel overlooks historic Blackheath. This area of London is very special with Greenwich Park, the River Thames and many fine attractions to visit. Situated in Blackheath Village with its many special shops, cafes and bars to enjoy, the Clarendon offers a village atmosphere close to the O2 Arena (10 mins), Central London and Excel in Docklands. All rooms are en-suite with facilities such as the Meridian Restaurant, Nautical Chart Bar. Parking - the hotel has a front and rear car park, however these do get filled. For alternative parking, there is street parking or the Blackheath Village train station car park, which has CCTV. With Blackheath in front of the hotel, we are of course dog friendly.","['Free High Speed Internet (WiFi)', 'Free breakfast', 'Taxi service', 'Conference facilities', 'Banquet room', 'Non-smoking hotel', '24-hour front desk', 'Laundry service', 'Wifi', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Complimentary instant cofffee', 'Meeting rooms', 'Room service', 'Flatscreen TV', 'Non-smoking rooms', 'Suites', 'Family rooms']",4.0,4.5,4.0,4.0,4.0,948,885,430,141,78
142,"Imperial Road, Fulham Imperial Wharf, London SW6 2GA England",315,"Boasting a fantastic location at the acclaimed Imperial Wharf, DoubleTree by Hilton Hotel London - Chelsea is an ideal base in the heart of the prestigious area of Chelsea. From our hotel, guests can explore the eclectic cafes and chic boutiques of Kings Road and Chelsea Harbour; watch a Premiership football match at the Chelsea and Fulham Football Clubs or visit some of London's most popular attractions. The hotel is located a one minute walk from Imperial Wharf station on the London Overground.","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Bar / lounge', 'Highchairs available', 'Taxi service', 'Business Centre with Internet Access', 'Banquet room', 'Baggage storage', 'Parking', 'Wifi', 'Coffee shop', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Complimentary instant cofffee', 'Fax / photocopying', 'Concierge', 'Currency exchange', 'Newspaper', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Blackout curtains', 'Desk', 'Housekeeping', 'Interconnected rooms available', 'Room service', 'Flatscreen TV', 'Bath / shower', 'Complimentary toiletries', 'Safe', 'Seating area', 'Telephone', 'Wardrobe / wardrobe', 'Iron', 'Laptop safe', 'Private bathrooms', 'Wake-up service / alarm clock', 'Hair dryer', 'Non-smoking rooms', 'Suites']",4.5,4.0,4.5,4.5,4.5,1058,654,183,45,37
143,"2 Bridge Place, London SW1V 1QA England",493,"Conveniently located opposite Victoria Station, the DoubleTree by Hilton Hotel London – Victoria provides its valued guests with immediate link to the London wide public transport network, Gatwick via the gatwick express and Heathrow airports as well as some the city’s most popular points of interest. Major attractions, such as Buckingham Palace, the Houses of Parliament, the London Eye and the famous West end are within walking distance","['Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar / lounge', 'Taxi service', 'Business Centre with Internet Access', 'Conference facilities', 'Baggage storage', 'Concierge', 'Wifi', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Complimentary instant cofffee', 'Complimentary tea', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', 'Currency exchange', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Blackout curtains', 'Air conditioning', 'Housekeeping', 'Room service', 'Safe', 'Refrigerator', 'Flatscreen TV', 'Non-smoking rooms', 'Suites']",4.0,4.5,4.5,4.0,4.0,1079,1108,390,140,106
144,"35-39 St. Georges Drive, London SW1V 4DG England",31,"Comfortable, elegant and contemporary, the Georgian House is your perfect London retreat. Located in the vibrant heart of the capital and just a short walk from Victoria Station, our hotel is a central base for events and attractions. Since its construction in 1851,the family business has been growing and developing, now with freshly renovated and simply stunning guest rooms. With all your essentials such as Wi-Fi and drinks facilities alongside inspiring decor, you'll feel right at home with us. The world-famous Wizard Chambers themed rooms are also hidden mysteriously within our walls and waiting for you to experience the magic. Wake up to a locally sourced, high-quality and delicious breakfast menu in our newly refurbished Pimlico Pantry dining room and host your important meeting in the Cubitt Room. With a 24-hour warm, helpful and friendly service from our skilled team, you will certainly be looked after and will have a memorable experience at the Georgian House.","['Free internet', 'Coffee shop', 'Taxi service', 'Fax / photocopying', 'Baggage storage', 'Newspaper', '24-hour front desk', 'Express check-in / check-out', 'Wifi', 'Breakfast available', 'Breakfast buffet', 'Complimentary instant cofffee', 'Complimentary tea', 'Special diet menus', 'Non-smoking hotel', 'Housekeeping', 'Coffee / tea maker', 'Flatscreen TV', 'Non-smoking rooms']",4.5,4.5,4.5,4.5,4.0,581,313,90,38,45
145,"31-33 Bedford Street Covent Garden, London WC2E 9ED England",186,"Z Covent Garden is a 113 bedroom hotel providing affordable luxury accommodation in the heart of London’s West End. With bedrooms perfectly designed for short stays - the hotel lies directly behind St Paul’s Church and Covent Garden’s famous Piazza, London’s first ever modern square. The hotel is arranged over ground and three upper floors with all bedrooms comprising en suite shower rooms and large Samsung HD TVs with full access to Sky and BT Sport channels. Complimentary Wi-Fi is available throughout the hotel including within the reception and cafe areas which are located on the ground floor. Just a stone’s throw away from the Covent Garden's bars, restaurants museum, galleries and boutique shops, the property is ideally placed for those guests looking to explore some of London’s most popular hangouts. Nearest tube stations are Covent Garden, Leicester Square and Charing Cross.","['Free High Speed Internet (WiFi)', 'Bar / lounge', ""Children's television networks"", 'Children Activities (Kid / Family Friendly)', 'Baggage storage', 'Non-smoking hotel', '24-hour check-in', 'Laundry service', 'Wifi', 'Breakfast available', 'Complimentary instant cofffee', 'Air conditioning', 'Flatscreen TV', 'Complimentary toiletries', 'Hair dryer', 'Non-smoking rooms', 'Family rooms']",4.5,5.0,5.0,4.5,4.5,120,45,17,3,5
146,"111-117 Sussex Gardens Paddington, London W2 2RU England",251,"The Darlington Hyde Park is located in the Paddington Hyde Park area of London, less than a 5-minute walk from the Heathrow Express terminal at Paddington station. This 40-bedroom former stately Victorian terraced town house conversion offers high standard accommodation with modern facilities, which ensure that the expectations of both business and leisure travellers alike are fully met. The Darlington Hyde Park prides itself on being a strictly non-smoking establishment. Our aim is to make your stay with us as enjoyable as possible and to be helpful in making your visit to London memorable. The cleanliness of our rooms and facilities is also very important to us, and we know that it is also essential to our guests, many of who have returned to stay with us over the years.","['Free High Speed Internet (WiFi)', 'Free breakfast', 'Taxi service', 'Baggage storage', 'Non-smoking hotel', '24-hour check-in', '24-hour front desk', 'Self-serve laundry', 'Wifi', 'Breakfast buffet', 'Complimentary instant cofffee', 'Complimentary tea', 'Desk', 'Housekeeping', 'Safe', 'Telephone', 'Coffee / tea maker', 'Refrigerator', 'Flatscreen TV', 'Bath / shower', 'Wake-up service / alarm clock', 'Complimentary toiletries', 'Hair dryer', 'Non-smoking rooms']",4.5,4.5,4.5,4.5,4.5,1165,1043,216,44,19
147,"55 Westbourne Terrace, London W2 3UY England",26,"The Chilworth London Paddington is an excellent choice for travellers visiting London, offering a charming environment alongside many helpful amenities designed to enhance your stay.For those interested in checking out popular landmarks while visiting London, The Chilworth London Paddington is located a short distance from Harrods (1.3 mi) and Primrose Hill (1.8 mi).The rooms offer a flat screen TV, a minibar, and air conditioning, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease.The Chilworth London Paddington features 24 hour front desk, a concierge, and newspaper. In addition, as a valued The Chilworth London Paddington guest, you can enjoy a fitness center and breakfast that are available on-site. Guests arriving by vehicle have access to paid public parking available nearby.When you’re feeling hungry, be sure to check out Regency Cafe, Byron, and Bill's, which are some diners that are popular with locals and out-of-towners alike.Plus, during your trip, don’t forget to check out some of the popular history museums, such as The British Museum, Natural History Museum, and Churchill War Rooms.Enjoy your stay in London!","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar / lounge', 'Taxi service', 'Fax / photocopying', 'Head massage', '24-hour security', 'Parking', 'Wifi', 'Fitness / spa changing rooms', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Breakfast in the room', 'Complimentary instant cofffee', 'Complimentary tea', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'Doorperson', '24-hour check-in', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Blackout curtains', 'Air conditioning', 'Safe', 'VIP room facilities', 'Laptop safe', 'Minibar', 'Refrigerator', 'Flatscreen TV', 'Wake-up service / alarm clock', 'Non-smoking rooms']",5.0,5.0,5.0,5.0,4.5,773,91,33,8,8
148,"30 Stockwell Street, London SE10 9JN England",533,"Ibis London Greenwich is an economy London hotel, located in the historic centre of Greenwich, close to Maritime Museum. Your hotel puts you close to Cutty Sark and Royal Observatory. You can easily access Canary Wharf, the O2 Arena or Excel Ehxibition Centre via local transport links. Hotel is within short ride from London City Airport and the Olympic Park. Relax in the bar with a coffee or a glass of wine, and choose from a range of bar snacks and light meals. Paying outdoor parking available. The hotel is located in historic Greenwich, close to Greenwich Park and the River Thames. Riverboat services to Tower, Westminster and Waterloo piers. Also services east to the O2 Arena. Inviting, modern and cosy, with a comfortable bed and a functional bathroom. The ibis room has got everything you need for a pleasant stay. Hotel 100% non smoking.From central London by car: Follow Waterloo Bridge, Elephant & Castle, New Cross and A2 to Greenwich. From M25: follow A2 Central London. 15 min. by train from Waterloo East or Charing Cross. Underground: 2-min. walk from Greenwich Train Station and fromthe Docklands Line (Stop at Cutty Sark Station).GPS: N 51° 28' 47.83'' W 0° 0' 33.74''","['Electric vehicle charging station', 'Free High Speed Internet (WiFi)', 'Complimentary instant cofffee', 'Taxi service', 'Fax / photocopying', 'Salon', 'Baggage storage', 'Non-smoking hotel', 'Paid private parking on-site', 'Secured parking', 'Wifi', 'Complimentary tea', 'Vending machine', 'Shops', '24-hour check-in', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Shoeshine', 'Air conditioning', 'Desk', 'Housekeeping', 'Safe', 'Coffee / tea maker', 'Flatscreen TV', 'Bath / shower', 'Hair dryer', 'Telephone', 'Non-smoking rooms']",4.0,4.5,4.5,4.0,4.0,368,676,296,84,65
